auc,auc_hi,auc_lo,chunk_index,distance_nt,rho_off,rho_on,scorer,transform
0.3468604047742605,0.40153642318912514,0.29154543758040097,15,21600,0.04402957484133907,-0.036001919376151145,nt_v2_50m,shuffle_dinuc
0.29724961079398027,0.3512355007081336,0.2453716961331503,16,23040,0.08065813850424036,-0.07985444356878225,nt_v2_50m,shuffle_dinuc
0.4186299948105864,0.4767490358438033,0.36029198692464004,17,24480,-0.12709728846429785,-0.24741860618486614,nt_v2_50m,shuffle_dinuc
0.38419823559937727,0.4403384427286616,0.33135993812751985,18,25920,-0.1158223992600401,-0.10710913396910866,nt_v2_50m,shuffle_dinuc
0.35210171250648675,0.40884792837416034,0.2991934683777743,19,27360,0.017737063656149514,-0.001502370251218006,nt_v2_50m,shuffle_dinuc
0.3157498702646601,0.37179709886650153,0.2653182168783192,20,28800,0.09804842739646369,-0.12841607531113974,nt_v2_50m,shuffle_dinuc
0.3290866632070576,0.3821031716680412,0.2783732788617539,21,30240,0.08243769626212233,-0.06970678641052572,nt_v2_50m,shuffle_dinuc
0.4019979242345615,0.461822767986242,0.3446330090666438,22,31680,-0.057142396589492044,-0.1686995137861631,nt_v2_50m,shuffle_dinuc
0.4373118837571354,0.4964484378215269,0.37969692988975,23,33120,-0.1336035206615546,-0.08849130013516718,nt_v2_50m,shuffle_dinuc
0.33214841722885313,0.3891259977181462,0.27982496384169553,24,34560,0.019898927837650102,-0.16630635604023372,nt_v2_50m,shuffle_dinuc
0.44761286974571873,0.5023205474485535,0.3905775713628089,25,36000,0.03625665120430442,-0.12287900785708883,nt_v2_50m,shuffle_dinuc
0.35853658536585364,0.413284185838816,0.303347480617396,26,37440,-0.04778432245487105,-0.13433451014230105,nt_v2_50m,shuffle_dinuc
0.31307732226258433,0.3666896550939684,0.2612757923703786,27,38880,0.050444726569287265,-0.0390255915027009,nt_v2_50m,shuffle_dinuc
