assay,seed,scorer,gate_auroc,passes_gate,true_yield,random_yield
AACC1_PSEAI_Dandage_2018,5,honest_zero_shot,0.813953488372093,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,5,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,5,leaked_25pct,0.6093023255813954,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,5,leaked_50pct,0.8837209302325582,True,2.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,5,leaked_75pct,0.9813953488372092,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,6,honest_zero_shot,0.7348837209302326,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,6,leaked_full,1.0,True,2.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,6,leaked_25pct,0.8558139534883721,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,6,leaked_50pct,0.9441860465116279,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,6,leaked_75pct,0.944186046511628,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,7,honest_zero_shot,0.772093023255814,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,7,leaked_full,1.0,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,7,leaked_25pct,0.7162790697674418,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,7,leaked_50pct,0.8697674418604651,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,7,leaked_75pct,0.9953488372093022,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,8,honest_zero_shot,0.6930232558139535,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,8,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,8,leaked_25pct,0.6186046511627907,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,8,leaked_50pct,0.9534883720930232,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,8,leaked_75pct,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,9,honest_zero_shot,0.6465116279069767,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,9,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,9,leaked_25pct,0.7767441860465116,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,9,leaked_50pct,0.7906976744186046,True,2.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,9,leaked_75pct,0.9162790697674419,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,10,honest_zero_shot,0.5674418604651162,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,10,leaked_full,1.0,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,10,leaked_25pct,0.7674418604651163,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,10,leaked_50pct,0.6790697674418604,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,10,leaked_75pct,0.9860465116279069,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,11,honest_zero_shot,0.7069767441860465,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,11,leaked_full,1.0,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,11,leaked_25pct,0.5395348837209302,False,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,11,leaked_50pct,0.7767441860465116,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,11,leaked_75pct,0.9767441860465116,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,12,honest_zero_shot,0.4976744186046512,False,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,12,leaked_full,1.0,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,12,leaked_25pct,0.7674418604651162,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,12,leaked_50pct,0.772093023255814,True,1.0,0.49286936679977184
